,loss,val_acc,_timestamp,_time_this_iter_s,_training_iteration,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/train_loop_config/batch_size,config/train_loop_config/dataset,config/train_loop_config/gamma,config/train_loop_config/lr,config/train_loop_config/momentum,config/train_loop_config/seed,logdir
0,0.3811012257503557,0.8899,1682383658,8.73117733001709,50,8.730250120162964,True,,,50,befae_00000,c8fa647565e845919d6564ed7a1a75e2,2023-04-25_08-47-38,1682383658,439.4600932598114,3752353,slabgpu03,10.100.79.96,439.4600932598114,0,50,0.101011037826538,128,cifar10,0.4,0.1217,0.51,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00000_0_batch_size=128,gamma=0.4000,lr=0.1217,momentum=0.5100_2023-04-25_08-40-16"
1,0.3388730309903621,0.9088,1682383505,5.764024496078491,50,5.7660112380981445,True,,,50,befae_00001,f275db5f628a4e5cbf2aa6090745d653,2023-04-25_08-45-05,1682383505,283.3391351699829,3752641,slabgpu03,10.100.79.96,283.3391351699829,0,50,0.1214358806610107,256,cifar10,0.19,0.2126,0.791,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00001_1_batch_size=256,gamma=0.1900,lr=0.2126,momentum=0.7910_2023-04-25_08-40-19"
2,0.3194581002374239,0.9161,1682383623,7.739729404449463,50,7.740270853042602,True,,,50,befae_00002,cd42f867317941f2aaff6d23ec0db78d,2023-04-25_08-47-03,1682383623,401.1421782970429,3752642,slabgpu03,10.100.79.96,401.1421782970429,0,50,0.1219420433044433,128,cifar10,0.14,0.1102,0.584,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00002_2_batch_size=128,gamma=0.1400,lr=0.1102,momentum=0.5840_2023-04-25_08-40-19"
3,0.4345032170414925,0.8686,1682383483,5.108433246612549,50,5.239410161972046,True,,,50,befae_00003,c988e0ca5ede47bcb1b8c50ab752e454,2023-04-25_08-44-43,1682383483,261.27824807167053,3752643,slabgpu03,10.100.79.96,261.27824807167053,0,50,0.1168978214263916,512,cifar10,0.8,0.054400000000000004,0.907,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00003_3_batch_size=512,gamma=0.8000,lr=0.0544,momentum=0.9070_2023-04-25_08-40-19"
4,0.6872687950918946,0.7584,1682383905,7.900860071182251,50,7.774746894836426,True,,,50,befae_00004,4527b6c6bf2b47d98430bf63a1464955,2023-04-25_08-51-45,1682383905,416.3735120296478,3948466,slabgpu03,10.100.79.96,416.3735120296478,0,50,0.1433045864105224,128,cifar10,0.27,0.0006000000000000001,0.515,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00004_4_batch_size=128,gamma=0.2700,lr=0.0006,momentum=0.5150_2023-04-25_08-44-44"
5,0.5239683486521244,0.8298,1682383782,5.107897520065308,50,4.994519233703613,True,,,50,befae_00005,6bf0bc9a837a42f48ca46bcabc7aac41,2023-04-25_08-49-42,1682383782,273.1105637550354,3960820,slabgpu03,10.100.79.96,273.1105637550354,0,50,0.1141924858093261,256,cifar10,0.38,0.46890000000000004,0.857,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00005_5_batch_size=256,gamma=0.3800,lr=0.4689,momentum=0.8570_2023-04-25_08-45-05"
6,0.3981562733650207,0.8882,1682383893,5.126882791519165,50,5.127818584442139,True,,,50,befae_00006,50906785964f469cb1fa7eee6118187c,2023-04-25_08-51-33,1682383893,264.84643292427063,4039350,slabgpu03,10.100.79.96,264.84643292427063,0,50,0.1440539360046386,512,cifar10,0.4,0.1303,0.791,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00006_6_batch_size=512,gamma=0.4000,lr=0.1303,momentum=0.7910_2023-04-25_08-47-04"
7,0.3535710571310188,0.8934,1682384055,7.751929521560669,50,7.753757476806641,True,,,50,befae_00007,0e625f6a042148d29058006179eccd77,2023-04-25_08-54-15,1682384055,393.09177899360657,4063856,slabgpu03,10.100.79.96,393.09177899360657,0,50,0.1358857154846191,128,cifar10,0.07,0.0054,0.808,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00007_7_batch_size=128,gamma=0.0700,lr=0.0054,momentum=0.8080_2023-04-25_08-47-39"
8,0.9225894778966904,0.6684,1682384040,5.035632371902466,50,4.981824159622192,True,,,50,befae_00008,fea1b173476c4ed4925ba1554ed0f07e,2023-04-25_08-54-00,1682384040,253.74672937393188,4157411,slabgpu03,10.100.79.96,253.74672937393188,0,50,0.115375280380249,512,cifar10,0.47000000000000003,0.0002,0.882,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00008_8_batch_size=512,gamma=0.4700,lr=0.0002,momentum=0.8820_2023-04-25_08-49-43"
9,0.3861579805612564,0.8957,1682384164,5.035191774368286,50,5.16569972038269,True,,,50,befae_00009,01d2b3e21f2c48fdbb40447c7700faba,2023-04-25_08-56-04,1682384164,266.5641005039215,47576,slabgpu03,10.100.79.96,266.5641005039215,0,50,0.1131820678710937,512,cifar10,0.28,0.43110000000000004,0.659,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00009_9_batch_size=512,gamma=0.2800,lr=0.4311,momentum=0.6590_2023-04-25_08-51-34"
10,0.7608187288045883,0.7343,1682384167,4.959785223007202,50,4.9230592250823975,True,,,50,befae_00010,0dc7883038e84c4d9bd2856ad90fa30f,2023-04-25_08-56-07,1682384167,258.7215600013733,54750,slabgpu03,10.100.79.96,258.7215600013733,0,50,0.1086876392364502,512,cifar10,0.4,0.00030000000000000003,0.914,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00010_10_batch_size=512,gamma=0.4000,lr=0.0003,momentum=0.9140_2023-04-25_08-51-45"
11,0.5832666479334047,0.7999,1682384448,8.101868152618408,50,8.102146863937378,True,,,50,befae_00011,34202d90c5fb4646a72053f53e7981c1,2023-04-25_09-00-48,1682384448,403.6266062259674,170932,slabgpu03,10.100.79.96,403.6266062259674,0,50,0.1058690547943115,128,cifar10,0.19,0.00030000000000000003,0.865,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00011_11_batch_size=128,gamma=0.1900,lr=0.0003,momentum=0.8650_2023-04-25_08-54-01"
12,0.5314902067184448,0.8261,1682384468,7.916032552719116,50,7.915180683135986,True,,,50,befae_00012,819b7342b4fe4af59e36c7afdc9ecece,2023-04-25_09-01-08,1682384468,408.0780475139618,181051,slabgpu03,10.100.79.96,408.0780475139618,0,50,0.1052353382110595,128,cifar10,0.54,0.2675,0.675,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00012_12_batch_size=128,gamma=0.5400,lr=0.2675,momentum=0.6750_2023-04-25_08-54-16"
13,0.7495695561170578,0.7359,1682384447,5.299846649169922,50,5.301326036453247,True,,,50,befae_00013,84c4564f0c614a9eafad06d77b6c3258,2023-04-25_09-00-47,1682384447,278.2261917591095,265008,slabgpu03,10.100.79.96,278.2261917591095,0,50,0.0979435443878173,256,cifar10,0.16,0.30870000000000003,0.991,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00013_13_batch_size=256,gamma=0.1600,lr=0.3087,momentum=0.9910_2023-04-25_08-56-05"
14,0.573533333837986,0.8096,1682384425,4.869612693786621,50,4.868910312652588,True,,,50,befae_00014,c6b49ee19f1945a6a723e8aee0583b0c,2023-04-25_09-00-25,1682384425,251.92580604553223,267724,slabgpu03,10.100.79.96,251.92580604553223,0,50,0.1050119400024414,512,cifar10,0.76,0.0037,0.547,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00014_14_batch_size=512,gamma=0.7600,lr=0.0037,momentum=0.5470_2023-04-25_08-56-09"
15,0.4010735884308815,0.8838,1682384688,4.99964714050293,50,5.051510572433472,True,,,50,befae_00015,f966c8b635294882b6b96b9559d3007a,2023-04-25_09-04-48,1682384688,259.42582654953003,460998,slabgpu03,10.100.79.96,259.42582654953003,0,50,0.1146473884582519,512,cifar10,0.89,0.043300000000000005,0.797,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00015_15_batch_size=512,gamma=0.8900,lr=0.0433,momentum=0.7970_2023-04-25_09-00-25"
16,0.4042162209749221,0.8817,1682384706,4.978875875473023,50,4.978708267211914,True,,,50,befae_00016,93233771b2954c598e72ba10898cec21,2023-04-25_09-05-06,1682384706,255.58604907989505,474876,slabgpu03,10.100.79.96,255.58604907989505,0,50,0.1021552085876464,512,cifar10,0.16,0.0067,0.912,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00016_16_batch_size=512,gamma=0.1600,lr=0.0067,momentum=0.9120_2023-04-25_09-00-47"
17,0.4281864722695532,0.8828,1682384836,7.565943479537964,50,7.565625190734863,True,,,50,befae_00017,ac5b1b09f53c4d9fbcfc7c4de7cda8c1,2023-04-25_09-07-16,1682384836,383.3497223854065,476676,slabgpu03,10.100.79.96,383.3497223854065,0,50,0.1270217895507812,128,cifar10,0.54,0.0039000000000000003,0.8180000000000001,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00017_17_batch_size=128,gamma=0.5400,lr=0.0039,momentum=0.8180_2023-04-25_09-00-49"
18,1.286217877268791,0.5325,1682384753,5.411267757415772,50,5.62057638168335,True,,,50,befae_00018,4aa289b3a8184bd79908a54aaeb77654,2023-04-25_09-05-53,1682384753,281.2350742816925,488705,slabgpu03,10.100.79.96,281.2350742816925,0,50,0.1585500240325927,256,cifar10,0.28,0.0001,0.678,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00018_18_batch_size=256,gamma=0.2800,lr=0.0001,momentum=0.6780_2023-04-25_09-01-08"
19,0.4541923675686121,0.8628,1682384968,5.315129995346069,50,5.315616846084595,True,,,50,befae_00019,9bffbff5ae584b61ad2654d2c3edc799,2023-04-25_09-09-28,1682384968,276.65036702156067,676335,slabgpu03,10.100.79.96,276.65036702156067,0,50,0.12689208984375,256,cifar10,0.35000000000000003,0.0021000000000000003,0.886,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00019_19_batch_size=256,gamma=0.3500,lr=0.0021,momentum=0.8860_2023-04-25_09-04-48"
20,0.825497855246067,0.7049,1682384975,4.981005430221558,50,4.929810762405396,True,,,50,befae_00020,96080eaecfb94a59a5c8f31b4baee771,2023-04-25_09-09-35,1682384975,264.30962324142456,689604,slabgpu03,10.100.79.96,264.30962324142456,0,50,0.1045899391174316,256,cifar10,0.05,0.0008,0.557,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00020_20_batch_size=256,gamma=0.0500,lr=0.0008,momentum=0.5570_2023-04-25_09-05-06"
21,0.5789216952987865,0.8135,1682385166,7.735126256942749,50,7.735090017318726,True,,,50,befae_00021,667894f2467d406e9809dd5efbbccc0d,2023-04-25_09-12-46,1682385166,407.54838013648987,728441,slabgpu03,10.100.79.96,407.54838013648987,0,50,0.1066594123840332,128,cifar10,0.32,0.3309,0.881,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00021_21_batch_size=128,gamma=0.3200,lr=0.3309,momentum=0.8810_2023-04-25_09-05-54"
22,0.4502111488505255,0.8529,1682385220,7.476853370666504,50,7.476298093795776,True,,,50,befae_00022,0264ddebd61b42639e1c3669e7a918b1,2023-04-25_09-13-40,1682385220,380.39768648147583,788109,slabgpu03,10.100.79.96,380.39768648147583,0,50,0.1061084270477294,128,cifar10,0.54,0.0663,0.91,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00022_22_batch_size=128,gamma=0.5400,lr=0.0663,momentum=0.9100_2023-04-25_09-07-16"
23,0.8680139809846878,0.6892,1682385233,5.000840425491333,50,4.808742046356201,True,,,50,befae_00023,8e368c4f84d74877a1fddfb279029d8d,2023-04-25_09-13-53,1682385233,259.2847571372986,890549,slabgpu03,10.100.79.96,259.2847571372986,0,50,0.1064653396606445,512,cifar10,0.04,0.0011,0.65,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00023_23_batch_size=512,gamma=0.0400,lr=0.0011,momentum=0.6500_2023-04-25_09-09-29"
24,0.6747216075658798,0.7664,1682385230,4.80317497253418,50,4.8036208152771,True,,,50,befae_00024,26b01613007e47958f320776830248ba,2023-04-25_09-13-50,1682385230,251.1031737327576,892834,slabgpu03,10.100.79.96,251.1031737327576,0,50,0.1235983371734619,512,cifar10,0.68,0.0021000000000000003,0.5,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00024_24_batch_size=512,gamma=0.6800,lr=0.0021,momentum=0.5000_2023-04-25_09-09-35"
25,0.8434431329369545,0.6965,1682385455,5.675757646560669,50,5.675031900405884,True,,,50,befae_00025,967a38afbeea468fa9ce6d8a5ceb1bc8,2023-04-25_09-17-35,1682385455,284.9239525794983,1041390,slabgpu03,10.100.79.96,284.9239525794983,0,50,0.1418519020080566,256,cifar10,0.31,0.0004,0.6940000000000001,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00025_25_batch_size=256,gamma=0.3100,lr=0.0004,momentum=0.6940_2023-04-25_09-12-46"
26,0.3348552957177162,0.907,1682385498,5.365712404251099,50,5.366673231124878,True,,,50,befae_00026,3d5da12cb282423ea58d398f02e7cc02,2023-04-25_09-18-18,1682385498,274.2450511455536,1086703,slabgpu03,10.100.79.96,274.2450511455536,0,50,0.126924991607666,256,cifar10,0.31,0.009600000000000001,0.988,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00026_26_batch_size=256,gamma=0.3100,lr=0.0096,momentum=0.9880_2023-04-25_09-13-40"
27,0.6994601197635071,0.7678,1682385620,7.930731058120727,50,7.934430122375488,True,,,50,befae_00027,7926361bed124e109113ebca68f16923,2023-04-25_09-20-20,1682385620,385.8036916255951,1093892,slabgpu03,10.100.79.96,385.8036916255951,0,50,0.1316425800323486,128,cifar10,0.77,0.2199,0.732,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00027_27_batch_size=128,gamma=0.7700,lr=0.2199,momentum=0.7320_2023-04-25_09-13-50"
28,1.2839554965496065,0.5339,1682385495,5.120298624038696,50,5.120020866394043,True,,,50,befae_00028,b3a69edf2528461b93d5bce1fe4280fa,2023-04-25_09-18-15,1682385495,258.09377908706665,1096484,slabgpu03,10.100.79.96,258.09377908706665,0,50,0.1055183410644531,512,cifar10,0.11,0.0002,0.732,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00028_28_batch_size=512,gamma=0.1100,lr=0.0002,momentum=0.7320_2023-04-25_09-13-53"
29,0.4048686660826206,0.8983,1682385721,5.03480076789856,50,5.0360307693481445,True,,,50,befae_00029,85e0567a27a349e7bc412b15af77f31e,2023-04-25_09-22-01,1682385721,262.081960439682,1280305,slabgpu03,10.100.79.96,262.081960439682,0,50,0.1323492527008056,256,cifar10,0.32,0.015000000000000001,0.86,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00029_29_batch_size=256,gamma=0.3200,lr=0.0150,momentum=0.8600_2023-04-25_09-17-36"
30,0.3668606951832771,0.8865,1682385769,5.061666965484619,50,5.061882734298706,True,,,50,befae_00030,2f663746bd874c75908762cee15ce4d1,2023-04-25_09-22-49,1682385769,269.5078864097595,1312001,slabgpu03,10.100.79.96,269.5078864097595,0,50,0.1035342216491699,256,cifar10,0.04,0.0179,0.65,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00030_30_batch_size=256,gamma=0.0400,lr=0.0179,momentum=0.6500_2023-04-25_09-18-16"
31,0.439658223092556,0.8755,1682385756,4.881778240203857,50,4.881782293319702,True,,,50,befae_00031,2172aa73dd264aa78dadf34d071d9a7e,2023-04-25_09-22-36,1682385756,252.8796284198761,1314346,slabgpu03,10.100.79.96,252.8796284198761,0,50,0.106058120727539,512,cifar10,0.31,0.024,0.603,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00031_31_batch_size=512,gamma=0.3100,lr=0.0240,momentum=0.6030_2023-04-25_09-18-20"
32,1.2536937713623046,0.5459,1682385873,4.92049765586853,50,5.063218832015991,True,,,50,befae_00032,41858fe1c1e144329859594d4626c781,2023-04-25_09-24-33,1682385873,248.93153738975525,1415510,slabgpu03,10.100.79.96,248.93153738975525,0,50,0.1079580783843994,512,cifar10,0.23,0.00030000000000000003,0.589,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00032_32_batch_size=512,gamma=0.2300,lr=0.0003,momentum=0.5890_2023-04-25_09-20-21"
33,0.7881777107715606,0.7228,1682385989,5.066468954086304,50,4.87932562828064,True,,,50,befae_00033,58ad44b4fa87437e85db07cbcaec53d7,2023-04-25_09-26-29,1682385989,263.8230392932892,1508219,slabgpu03,10.100.79.96,263.8230392932892,0,50,0.1148304939270019,512,cifar10,0.11,0.002,0.501,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00033_33_batch_size=512,gamma=0.1100,lr=0.0020,momentum=0.5010_2023-04-25_09-22-02"
34,0.4466699205338955,0.8563,1682386039,5.448525667190552,50,5.447502851486206,True,,,50,befae_00034,f842bf99252942c6839c73e54312a1f4,2023-04-25_09-27-19,1682386039,278.51623725891113,1539347,slabgpu03,10.100.79.96,278.51623725891113,0,50,0.1326940059661865,256,cifar10,0.87,0.0952,0.734,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00034_34_batch_size=256,gamma=0.8700,lr=0.0952,momentum=0.7340_2023-04-25_09-22-37"
35,0.3658647581934929,0.8876,1682386021,4.839060306549072,50,4.83834171295166,True,,,50,befae_00035,3e09b945d00742399a5aa48a49703116,2023-04-25_09-27-01,1682386021,247.24935960769653,1550289,slabgpu03,10.100.79.96,247.24935960769653,0,50,0.1114518642425537,512,cifar10,0.05,0.1827,0.846,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00035_35_batch_size=512,gamma=0.0500,lr=0.1827,momentum=0.8460_2023-04-25_09-22-50"
36,0.5163351069145565,0.8416,1682386268,7.759477138519287,50,7.81423807144165,True,,,50,befae_00036,8a3981b833264ba1aca2419104547a73,2023-04-25_09-31-08,1682386268,390.51219391822815,1646877,slabgpu03,10.100.79.96,390.51219391822815,0,50,0.1062061786651611,128,cifar10,0.8200000000000001,0.001,0.771,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00036_36_batch_size=128,gamma=0.8200,lr=0.0010,momentum=0.7710_2023-04-25_09-24-34"
37,0.3550412508694431,0.9004,1682386374,7.49157190322876,50,7.491809606552124,True,,,50,befae_00037,2bccf1daa60043b9b827287c30016f0f,2023-04-25_09-32-54,1682386374,380.99378728866577,1744988,slabgpu03,10.100.79.96,380.99378728866577,0,50,0.116448163986206,128,cifar10,0.51,0.039,0.672,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00037_37_batch_size=128,gamma=0.5100,lr=0.0390,momentum=0.6720_2023-04-25_09-26-30"
38,0.4295371279120445,0.878,1682386298,5.322744607925415,50,5.382093667984009,True,,,50,befae_00038,2eb5243b1f1748a9809ce17feecf7a40,2023-04-25_09-31-38,1682386298,273.86554884910583,1767826,slabgpu03,10.100.79.96,273.86554884910583,0,50,0.1064381599426269,256,cifar10,0.32,0.013600000000000001,0.507,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00038_38_batch_size=256,gamma=0.3200,lr=0.0136,momentum=0.5070_2023-04-25_09-27-01"
39,0.4667806304991245,0.8767,1682386323,5.298755168914795,50,5.233443975448608,True,,,50,befae_00039,93f50fbc24fc426d8dc2055e42c08de3,2023-04-25_09-32-03,1682386323,279.6890332698822,1781849,slabgpu03,10.100.79.96,279.6890332698822,0,50,0.1280081272125244,256,cifar10,0.74,0.0204,0.584,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00039_39_batch_size=256,gamma=0.7400,lr=0.0204,momentum=0.5840_2023-04-25_09-27-20"
40,0.4204552814364433,0.8789,1682386519,4.661115646362305,50,4.659773588180542,True,,,50,befae_00040,e1cfff0cf17542e78af6f30d7fbf8e47,2023-04-25_09-35-19,1682386519,246.2584133148193,1952998,slabgpu03,10.100.79.96,246.2584133148193,0,50,0.10575532913208,512,cifar10,0.18,0.1778,0.594,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00040_40_batch_size=512,gamma=0.1800,lr=0.1778,momentum=0.5940_2023-04-25_09-31-09"
41,0.5331694886088372,0.8245,1682386561,5.0091657638549805,50,4.951414585113525,True,,,50,befae_00041,9a7d97e2b0fe4110b71b73c352622e89,2023-04-25_09-36-01,1682386561,257.0282394886017,1977733,slabgpu03,10.100.79.96,257.0282394886017,0,50,0.1123597621917724,512,cifar10,0.46,0.0045000000000000005,0.615,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00041_41_batch_size=512,gamma=0.4600,lr=0.0045,momentum=0.6150_2023-04-25_09-31-39"
42,0.5073854115944875,0.829,1682386736,8.041157007217407,50,8.041602373123169,True,,,50,befae_00042,4d4bedd409ab461b94c4967fc1c32691,2023-04-25_09-38-56,1682386736,408.7229161262512,1997194,slabgpu03,10.100.79.96,408.7229161262512,0,50,0.1033923625946044,128,cifar10,0.87,0.1889,0.545,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00042_42_batch_size=128,gamma=0.8700,lr=0.1889,momentum=0.5450_2023-04-25_09-32-04"
43,0.4757100641727447,0.8617,1682386640,5.22366189956665,50,5.223970413208008,True,,,50,befae_00043,53f45d2750e340f1bc4807d9ed88c8fc,2023-04-25_09-37-20,1682386640,261.50474071502686,2035775,slabgpu03,10.100.79.96,261.50474071502686,0,50,0.1089048385620117,256,cifar10,0.4,0.0011,0.931,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00043_43_batch_size=256,gamma=0.4000,lr=0.0011,momentum=0.9310_2023-04-25_09-32-55"
44,0.6219180457293987,0.7832,1682386786,5.049265623092651,50,5.048909664154053,True,,,50,befae_00044,8e720872ea3d41b6b70063193bc8c812,2023-04-25_09-39-46,1682386786,263.4244463443756,2160156,slabgpu03,10.100.79.96,263.4244463443756,0,50,0.1066434383392334,256,cifar10,0.41000000000000003,0.0015,0.519,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00044_44_batch_size=256,gamma=0.4100,lr=0.0015,momentum=0.5190_2023-04-25_09-35-19"
45,0.3937072306871414,0.8935,1682386839,5.346415519714356,50,5.28348970413208,True,,,50,befae_00045,9090440df33f4dd9ac07fda9ffb6bfbf,2023-04-25_09-40-39,1682386839,274.2822194099426,2194431,slabgpu03,10.100.79.96,274.2822194099426,0,50,0.1263115406036377,256,cifar10,0.33,0.0954,0.778,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00045_45_batch_size=256,gamma=0.3300,lr=0.0954,momentum=0.7780_2023-04-25_09-36-01"
46,0.512903235003918,0.8298,1682387027,7.492332696914673,50,7.492837429046631,True,,,50,befae_00046,f9db7dd7c08a4cfba2720790481a6a3d,2023-04-25_09-43-47,1682387027,382.1956686973572,2259651,slabgpu03,10.100.79.96,382.1956686973572,0,50,0.1266558170318603,128,cifar10,0.77,0.0001,0.967,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00046_46_batch_size=128,gamma=0.7700,lr=0.0001,momentum=0.9670_2023-04-25_09-37-21"
47,0.3678872794667376,0.8898,1682387134,7.68022608757019,50,7.6816980838775635,True,,,50,befae_00047,ace97287e84b4dac829bcef7a5ba1867,2023-04-25_09-45-34,1682387134,392.9178636074066,2332967,slabgpu03,10.100.79.96,392.9178636074066,0,50,0.1223125457763671,128,cifar10,0.5,0.025900000000000003,0.89,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00047_47_batch_size=128,gamma=0.5000,lr=0.0259,momentum=0.8900_2023-04-25_09-38-57"
48,1.9914141772668568,0.2726,1682387181,6.988416910171509,50,6.942430257797241,True,,,50,befae_00048,4651adeab1b9474690f922a6f54fd60f,2023-04-25_09-46-21,1682387181,389.5012423992157,2369572,slabgpu03,10.100.79.96,389.5012423992157,0,50,0.1064460277557373,128,cifar10,0.42,0.30710000000000004,0.981,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00048_48_batch_size=128,gamma=0.4200,lr=0.3071,momentum=0.9810_2023-04-25_09-39-47"
49,0.4960881479084492,0.8686,1682387110,5.090177536010742,50,5.090190887451172,True,,,50,befae_00049,2bdbff7a9e4542b791b8e295803630cf,2023-04-25_09-45-10,1682387110,266.70084953308105,2405645,slabgpu03,10.100.79.96,266.70084953308105,0,50,0.1448686122894287,256,cifar10,0.81,0.011300000000000001,0.742,10,"/home/qhhu/ray_results/TorchTrainer_2023-04-25_08-40-15/TorchTrainer_befae_00049_49_batch_size=256,gamma=0.8100,lr=0.0113,momentum=0.7420_2023-04-25_09-40-40"
